"","owner","amount_token"
"67","0xe4de83fdbc4b9352deeab80a1b03a2da99e5a4a4",4520.29675
"68","0xa27a729443ad105cabbc5d2d7f877a5340aa3e69",5234.33333333335
"69","0x7a892e2877fec2fc996560d496fee79707a685af",3249.1725
"70","0xbfdc403a22a073b36489aa0255784442ee8ba450",4214.47875
"71","0x629cbcaaae418da37f4ed34f13637f809f75278b",3877.83487737998
"72","0xab0211d3c1ee22c9e0c727964318b366517b4658",3942.19976202051
"73","0xb646f3709b06dd294345389d8f79a9893d64a106",2623.53375
"74","0x157670de008ec0d44bed498abcf80a6c94c6f4fd",3422.4789331154
"75","0x9c6048f47723e08f87ad9aaf9604ec17a6cea03f",3058.20626966999
"76","0xc1a95655ad8d40e8cdf4f9f29c3a6946932f4294",3828.86262711864
"77","0x1261632966f8eb36d7fbb336d3e324ddb3d99b9e",3826.94915254237
"78","0x6e1c5acbabaf0b3c73d4412c17c40d2f1d2e183b",3870
"79","0x3aeedcd329e91e352d6c3d42c2b90d4e33a9e7d5",3837.5
"80","0xad462c96dbbf2385977d500668dee6d5bfd5077f",3300
"81","0x200f28a82317d84cd2932e4b6e7a9aa0376053d6",3373.38750000001
"82","0x24f3e8c9ec86851151a50efee1650b48425aa51b",2695.453125
"83","0x0f7f692bceb3255e344647aa0088abf08fd5f311",2801.43750000002
"84","0x9d92ae4ca36954cd57d25a291e2b324cd11c17ba",2444.335
"85","0x3f3ea826794d3e50ef27efc0bf405df6bf9a8047",2145.01625
"86","0xf7c25631a136a3eea815ee49df01385fe0618b89",2822.02739741924
"87","0x7c38d5055949c46e9a411c49e9142a1337462d69",2341.56391596753
"88","0xd5ba5cbd603df4d7006aadeb5c3828fe0f21e8fb",2792.51723931624
"89","0xba4cc2ab882746bf058e148e53e860d7e0756220",2125.686544005
"90","0x33c0389405e00c821a917235ff21a0d782b6f93d",1911.305
"91","0x7dd400917b8e737518af9a14eb1a415b1d2b98c4",1288.17
"92","0x6cd5a004948c2f6298da3d733e8e4a4ad88fe9d6",1907.09000000001
